customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST100044,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,Two year,Yes,Credit card,94.06,374.08,No
CUST100045,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,One year,No,Bank transfer,54.83,1702.13,No
CUST100046,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,63.61,326.98,No
CUST100047,Male,0,No,Yes,25,Yes,No phone service,No,No internet service,No,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,99.17,2481.84,No
CUST100048,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,27.0,967.06,No
CUST100049,Female,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,36.8,441.25,No
CUST100050,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer,49.58,3370.43,No
CUST100051,Female,0,No,No,24,Yes,No phone service,DSL,Yes,Yes,Yes,No,No internet service,Yes,Two year,No,Credit card,108.35,2601.05,No
CUST100052,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,One year,Yes,Electronic check,60.49,726.26,No
CUST100053,Female,1,No,Yes,19,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,45.21,856.27,Yes
CUST100054,Male,0,No,Yes,71,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,No,One year,No,Credit card,87.84,6244.08,No
CUST100055,Female,1,Yes,No,59,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No,Two year,No,Mailed check,23.03,1355.37,No
CUST100056,Female,0,Yes,Yes,20,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,No internet service,One year,Yes,Bank transfer,97.51,1950.8,No
CUST100057,Male,0,No,Yes,60,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,89.79,5382.62,Yes
CUST100058,Male,0,Yes,No,25,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,25.51,636.45,No
CUST100059,Male,0,No,No,53,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,One year,No,Electronic check,69.8,3703.03,No
CUST100060,Male,0,Yes,Yes,41,No,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Two year,No,Electronic check,60.42,2482.38,No
CUST100061,Male,0,Yes,Yes,10,Yes,No,DSL,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card,35.81,364.22,No
CUST100062,Male,0,Yes,Yes,36,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card,35.4,1279.14,Yes
CUST100063,Male,0,Yes,Yes,10,Yes,No,No,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.02,359.54,Yes
CUST100064,Male,0,Yes,No,26,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer,79.97,2069.97,No
CUST100065,Female,0,No,No,33,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No,Two year,Yes,Mailed check,37.11,1225.12,No
CUST100066,Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,25.96,951.62,No
CUST100067,Male,0,Yes,No,60,Yes,No phone service,No,No,No,No,Yes,No internet service,No internet service,Two year,No,Bank transfer,115.76,6954.93,No
CUST100068,Female,0,No,Yes,52,Yes,No,DSL,Yes,No,No internet service,No,No internet service,Yes,Two year,No,Credit card,23.92,1241.4,No
CUST100069,Female,1,No,No,64,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,86.39,5529.03,Yes
CUST100070,Female,0,No,No,2,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,113.6,219.79,Yes
CUST100071,Female,1,Yes,Yes,66,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,23.79,1580.05,No
CUST100072,Male,0,Yes,Yes,27,Yes,Yes,No,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer,116.57,3147.23,Yes
CUST100073,Female,0,No,Yes,13,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer,70.23,908.96,No
CUST100074,Male,0,No,Yes,51,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer,98.51,5017.87,No
CUST100075,Female,0,No,No,29,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,82.51,2395.79,No
CUST100076,Female,1,No,No,57,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer,81.68,4654.49,No
CUST100077,Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,Two year,No,Credit card,98.88,5236.99,No
CUST100078,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,One year,Yes,Electronic check,26.54,1794.91,No
CUST100079,Female,0,Yes,No,14,Yes,Yes,No,No,Yes,Yes,No internet service,No,No,One year,Yes,Mailed check,59.24,820.09,No
CUST100080,Male,0,Yes,Yes,37,Yes,No,DSL,No internet service,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,116.96,4331.39,No
CUST100081,Female,1,Yes,Yes,13,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,No,One year,No,Electronic check,25.46,330.59,No
CUST100082,Male,0,No,No,56,Yes,No,DSL,Yes,No,No,No,Yes,No internet service,Two year,No,Electronic check,46.28,2598.66,No
CUST100083,Female,0,Yes,Yes,58,Yes,No phone service,No,Yes,No,Yes,No,Yes,No internet service,Two year,No,Bank transfer,87.21,5063.25,No
CUST100084,Male,0,No,Yes,7,Yes,No,No,No,No internet service,No,No,Yes,No internet service,One year,Yes,Electronic check,30.04,211.75,No
CUST100085,Male,0,No,No,71,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,73.67,5231.79,No
CUST100086,Female,0,No,No,18,Yes,No phone service,DSL,No,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,91.34,1649.03,Yes
CUST100087,Male,0,Yes,Yes,31,No,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,95.74,2972.76,Yes
CUST100088,Female,0,No,No,28,Yes,Yes,No,Yes,Yes,No internet service,No,No internet service,Yes,Two year,No,Electronic check,76.12,2128.05,No
CUST100089,Female,0,Yes,Yes,40,Yes,No phone service,No,No,Yes,No,No internet service,Yes,No internet service,Two year,No,Credit card,70.06,2794.51,No
CUST100090,Female,0,No,Yes,44,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,91.39,4026.6,Yes
CUST100091,Female,0,Yes,No,12,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Credit card,34.51,408.58,No
CUST100092,Female,0,No,No,26,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,Month-to-month,No,Mailed check,88.05,2295.13,Yes
CUST100093,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,111.92,2016.92,No
CUST100094,Female,0,No,Yes,25,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,88.28,2204.16,No
CUST100095,Female,0,No,Yes,52,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No,Two year,Yes,Electronic check,24.65,1288.85,No
CUST100096,Female,0,No,No,50,Yes,Yes,No,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Bank transfer,70.6,3533.82,No
CUST100097,Female,0,No,Yes,36,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,92.63,3335.58,No
CUST100098,Female,0,Yes,No,8,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer,24.32,190.58,No
CUST100099,Male,0,Yes,Yes,51,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No,No,Two year,No,Credit card,96.22,4916.95,No
CUST100100,Male,0,Yes,No,53,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,48.16,2559.25,No
CUST100101,Female,0,No,Yes,2,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,78.88,150.49,No
CUST100102,Female,0,No,No,68,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,Two year,No,Mailed check,116.63,7936.96,No
CUST100103,Female,0,No,Yes,7,No,Yes,DSL,No,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,119.49,828.83,No
CUST100104,Female,0,No,Yes,13,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,One year,Yes,Electronic check,83.44,1079.67,No
CUST100105,Female,0,No,Yes,2,Yes,No,No,No internet service,Yes,Yes,No,No internet service,Yes,Two year,No,Mailed check,69.15,147.45,No
CUST100106,Female,0,No,Yes,23,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,37.77,876.11,No
CUST100107,Female,0,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,40.83,492.08,No
CUST100108,Female,0,Yes,No,42,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,One year,No,Credit card,62.92,2646.62,No
CUST100109,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Two year,Yes,Mailed check,90.23,2518.23,No
CUST100110,Female,0,Yes,No,71,Yes,No phone service,DSL,No,No internet service,No,No,Yes,No internet service,One year,Yes,Bank transfer,96.93,6878.68,No
CUST100111,Male,0,Yes,No,50,Yes,No phone service,DSL,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,42.19,2105.95,No
CUST100112,Female,0,Yes,Yes,41,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card,73.54,3005.79,No
CUST100113,Female,0,Yes,No,30,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Two year,No,Bank transfer,79.16,2378.88,No
CUST100114,Male,0,Yes,No,62,Yes,No,DSL,Yes,No,No internet service,Yes,No,No internet service,Two year,No,Bank transfer,109.31,6773.37,No
CUST100115,Female,0,No,No,25,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No internet service,Two year,No,Electronic check,107.64,2693.66,No
CUST100116,Male,0,No,No,17,Yes,No phone service,No,No,No internet service,No,Yes,No,No,One year,No,Mailed check,101.74,1720.12,No
CUST100117,Female,0,No,Yes,56,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,No,Bank transfer,71.67,4003.55,Yes
CUST100118,Female,1,No,Yes,6,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,26.51,152.46,Yes
CUST100119,Male,0,No,Yes,47,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,53.45,2516.21,No
CUST100120,Female,0,No,Yes,59,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,No,One year,Yes,Credit card,82.17,4850.11,No
CUST100121,Male,1,No,No,32,Yes,No phone service,DSL,No,No,Yes,Yes,No internet service,No,One year,Yes,Electronic check,83.76,2674.34,No
CUST100122,Female,0,Yes,No,2,Yes,Yes,No,No,No internet service,Yes,Yes,No internet service,No,One year,No,Electronic check,104.91,210.29,No
CUST100123,Male,1,Yes,Yes,3,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No,Two year,Yes,Electronic check,57.94,176.2,No
CUST100124,Male,0,No,Yes,3,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Two year,No,Credit card,113.66,349.76,No
CUST100125,Female,1,Yes,No,41,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer,36.32,1494.37,No
CUST100126,Female,0,Yes,No,8,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Two year,No,Electronic check,24.99,192.64,No
CUST100127,Male,0,Yes,Yes,50,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,37.67,1878.9,No
CUST100128,Female,0,Yes,Yes,16,Yes,No phone service,DSL,No,No,No,No,No internet service,Yes,Month-to-month,No,Credit card,66.23,1057.75,No
CUST100129,Female,0,Yes,Yes,16,Yes,No phone service,No,No internet service,No internet service,No,No internet service,Yes,No internet service,Two year,No,Bank transfer,102.29,1628.75,No
CUST100130,Female,0,No,Yes,19,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,35.38,673.33,No
CUST100131,Male,0,Yes,No,13,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Credit card,74.82,980.8,No
CUST100132,Male,0,No,No,21,Yes,No phone service,DSL,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,97.66,2046.99,Yes
CUST100133,Male,0,No,No,51,Yes,No phone service,No,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,23.49,1207.68,Yes
CUST100134,Male,0,No,Yes,26,Yes,No phone service,No,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,24.15,622.89,No
CUST100135,Male,0,Yes,No,42,Yes,No,No,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,69.06,2899.97,No
CUST100136,Male,1,No,No,2,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,Yes,One year,No,Mailed check,38.26,73.38,No
CUST100137,Male,0,No,Yes,7,Yes,No,DSL,No internet service,No internet service,No,No internet service,No internet service,No,Two year,Yes,Credit card,65.06,451.58,No
CUST100138,Male,1,No,Yes,9,Yes,No,No,No,No internet service,Yes,Yes,Yes,Yes,One year,No,Electronic check,24.39,217.07,No
CUST100139,Male,0,No,Yes,28,Yes,Yes,DSL,No,Yes,No,Yes,No internet service,Yes,Two year,Yes,Credit card,117.69,3285.97,No
CUST100140,Female,0,Yes,Yes,39,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,Yes,One year,No,Credit card,85.42,3332.02,No
CUST100141,Male,0,No,Yes,64,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two year,No,Electronic check,88.67,5679.71,No
CUST100142,Female,0,No,Yes,20,No,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,One year,No,Bank transfer,70.97,1426.68,No
CUST100143,Female,0,No,No,23,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,One year,No,Credit card,102.49,2353.76,No
CUST100144,Female,0,No,No,59,Yes,No phone service,No,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,103.34,6098.07,Yes
CUST100145,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.91,905.61,No
CUST100146,Male,1,No,No,8,Yes,No,No,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,96.84,780.72,Yes
CUST100147,Male,0,No,No,19,Yes,Yes,No,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,76.67,1456.01,No
CUST100148,Male,0,No,No,55,No,Yes,DSL,No internet service,No,Yes,No,No,No,One year,No,Electronic check,96.24,5286.5,No
CUST100149,Female,0,No,Yes,35,Yes,No phone service,No,Yes,Yes,No,No,No,No,Two year,Yes,Credit card,111.87,3916.62,No
CUST100150,Male,0,No,Yes,35,Yes,No,No,No,No,Yes,No,No internet service,No,One year,Yes,Electronic check,53.51,1882.64,No
CUST100151,Male,0,No,Yes,21,Yes,Yes,No,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,77.09,1624.04,Yes
CUST100152,Male,0,Yes,No,0,Yes,No phone service,No,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,98.75,6.96,Yes
CUST100153,Male,0,No,No,68,Yes,No phone service,DSL,Yes,No,Yes,Yes,No internet service,No,One year,Yes,Credit card,118.68,8064.02,No
CUST100154,Male,0,Yes,Yes,36,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,81.26,2933.44,No
CUST100155,Female,0,Yes,Yes,71,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,92.12,6530.8,No
CUST100156,Male,0,No,Yes,12,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,104.63,1262.8,No
CUST100157,Female,1,Yes,Yes,42,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer,95.13,3990.24,Yes
CUST100158,Male,0,No,Yes,36,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,114.23,4114.73,Yes
CUST100159,Female,0,Yes,No,24,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Electronic check,42.97,1027.14,No
CUST100160,Male,0,No,No,20,Yes,No phone service,No,Yes,No,No,No internet service,No,Yes,One year,Yes,Electronic check,110.78,2208.31,No
CUST100161,Male,1,Yes,No,40,Yes,Yes,No,Yes,No internet service,No internet service,No,No internet service,No internet service,One year,No,Credit card,40.71,1623.34,No
CUST100162,Female,0,Yes,Yes,41,Yes,No phone service,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Credit card,76.51,3136.37,No
CUST100163,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,72.29,2972.28,No
CUST100164,Female,0,Yes,Yes,1,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card,103.13,100.91,Yes
CUST100165,Male,0,Yes,No,67,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card,59.85,4001.07,No
CUST100166,Female,0,Yes,Yes,7,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,34.32,230.72,No
CUST100167,Male,0,Yes,Yes,60,Yes,No,No,Yes,No internet service,No,Yes,Yes,No internet service,One year,No,Bank transfer,90.68,5435.0,No
CUST100168,Male,0,Yes,No,13,Yes,Yes,DSL,No,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Mailed check,80.66,1039.62,No
CUST100169,Female,0,No,No,20,Yes,No phone service,No,No internet service,No,No internet service,No,Yes,No,Two year,No,Bank transfer,102.71,2051.62,No
CUST100170,Female,0,Yes,No,23,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,95.86,2202.47,No
CUST100171,Male,0,Yes,No,49,Yes,Yes,No,No internet service,No,No,No,Yes,No internet service,Two year,Yes,Electronic check,109.48,5373.96,No
CUST100172,Male,0,No,No,44,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card,103.91,4568.16,Yes
CUST100173,Female,0,No,Yes,63,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,88.6,5583.78,No
CUST100174,Female,1,No,No,63,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer,66.57,4200.29,Yes
CUST100175,Female,0,Yes,No,25,Yes,Yes,DSL,No internet service,No,No,No internet service,No internet service,No internet service,One year,No,Credit card,22.04,551.26,No
